time,cycle,state,led1,led2,led3
9161,1099,1,0,0,0
9162,1099,1,0,0,0
9163,1099,1,0,0,0
9164,1099,1,0,0,0
9165,1099,1,0,0,0
9166,1099,1,0,0,0
9167,1099,1,0,0,0
9168,1100,1,0,0,0
9169,1100,1,0,0,0
9170,1100,1,0,0,0
9171,1100,1,0,0,0
9172,1100,1,0,0,0
9173,1100,1,0,0,0
9174,1100,1,0,0,0
9175,1100,1,0,0,0
9176,1101,1,0,0,0
9177,1101,1,0,0,0
9178,1101,1,0,0,0
9179,1101,1,0,0,0
9180,1101,1,0,0,0
9181,1101,1,0,0,0
9182,1101,1,0,0,0
9183,1101,1,0,0,0
9184,1102,1,0,0,0
9185,1102,1,0,0,0
9186,1102,1,0,0,0
9187,1102,1,0,0,0
9188,1102,1,0,0,0
9189,1102,1,0,0,0
9190,1102,1,0,0,0
9191,1102,0,0,0,0
9192,1102,0,0,0,0
9193,1103,0,0,0,0
9194,1103,0,0,0,0
9195,1103,0,0,0,0
9196,1103,0,0,0,0
9197,1103,0,0,0,0
9198,1103,0,0,0,0
9199,1103,0,0,0,0
9200,1103,0,0,0,0
9201,1104,0,0,0,0
9202,1104,0,0,0,0
9203,1104,0,0,0,0
9204,1104,0,0,0,0
9205,1104,0,0,0,0
9206,1104,0,0,0,0
9207,1104,0,0,0,0
9208,1104,0,0,0,0
9209,1105,0,0,0,0
9210,1105,0,0,0,0
9211,1105,0,0,0,0
9212,1105,0,0,0,0
9213,1105,0,0,0,0
9214,1105,0,0,0,0
9215,1105,0,0,0,0
9216,1105,0,0,0,0
9217,1105,0,0,0,0
9218,1106,0,0,0,0
9219,1106,0,0,0,0
9220,1106,0,0,0,0
9221,1106,0,0,0,0
9222,1106,0,0,0,0
9223,1106,0,0,0,0
9224,1106,0,0,0,0
9225,1106,0,0,0,0
9226,1107,0,0,0,0
9227,1107,0,0,0,0
9228,1107,0,0,0,0
9229,1107,0,0,0,0
9230,1107,0,0,0,0
9231,1107,0,0,0,0
9232,1107,0,0,0,0
9233,1107,0,0,0,0
9234,1108,0,0,0,0
9235,1108,0,0,0,0
9236,1108,0,0,0,0
9237,1108,0,0,0,0
9238,1108,0,0,0,0
9239,1108,0,0,0,0
9240,1108,0,0,0,0
9241,1108,0,0,0,0
9242,1108,0,0,0,0
9243,1109,0,0,0,0
9244,1109,0,0,0,0
9245,1109,0,0,0,0
9246,1109,0,0,0,0
9247,1109,0,0,0,0
9248,1109,0,0,0,0
9249,1109,0,0,0,0
9250,1109,0,0,0,0
9251,1110,1,0,0,0
9252,1110,1,0,0,0
9253,1110,1,0,0,0
9254,1110,1,0,0,0
9255,1110,1,0,0,0
9256,1110,1,0,0,0
9257,1110,1,0,0,0
9258,1110,1,0,0,0
9259,1111,1,0,0,0
9260,1111,1,0,0,0
9261,1111,1,0,0,0
9262,1111,1,0,0,0
9263,1111,1,0,0,0
9264,1111,1,0,0,0
9265,1111,1,0,0,0
9266,1111,1,0,0,0
9267,1111,1,0,0,0
9268,1112,1,0,0,0
9269,1112,1,0,0,0
9270,1112,1,0,0,0
9271,1112,1,0,0,0
9272,1112,1,0,0,0
9273,1112,1,0,0,0
9274,1112,1,0,0,0
9275,1112,1,0,0,0
9276,1113,1,0,0,0
9277,1113,1,0,0,0
9278,1113,1,0,0,0
9279,1113,1,0,0,0
9280,1113,1,0,0,0
9281,1113,0,0,0,0
9282,1113,0,0,0,0
9283,1113,0,0,0,0
9284,1114,0,0,0,0
9285,1114,0,0,0,0
9286,1114,0,0,0,0
9287,1114,0,0,0,0
9288,1114,0,0,0,0
9289,1114,0,0,0,0
9290,1114,0,0,0,0
9291,1114,0,0,0,0
9292,1114,0,0,0,0
9293,1115,0,0,0,0
9294,1115,0,0,0,0
9295,1115,0,0,0,0
9296,1115,0,0,0,0
9297,1115,0,0,0,0
9298,1115,0,0,0,0
9299,1115,0,0,0,0
9300,1115,0,0,0,0
9301,1116,0,0,0,0
9302,1116,0,0,0,0
9303,1116,0,0,0,0
9304,1116,0,0,0,0
9305,1116,0,0,0,0
9306,1116,0,0,0,0
9307,1116,0,0,0,0
9308,1116,0,0,0,0
9309,1117,0,0,0,0
9310,1117,0,0,0,0
9311,1117,1,0,0,0
9312,1117,1,0,0,0
9313,1117,1,0,0,0
9314,1117,1,0,0,0
9315,1117,1,0,0,0
9316,1117,1,0,0,0
9317,1117,1,0,0,0
9318,1118,1,0,0,0
9319,1118,1,0,0,0
9320,1118,1,0,0,0
9321,1118,1,0,0,0
9322,1118,1,0,0,0
9323,1118,1,0,0,0
9324,1118,1,0,0,0
9325,1118,1,0,0,0
9326,1119,1,0,0,0
9327,1119,1,0,0,0
9328,1119,1,0,0,0
9329,1119,1,0,0,0
9330,1119,1,0,0,0
9331,1119,1,0,0,0
9332,1119,1,0,0,0
9333,1119,1,0,0,0
9334,1120,1,0,0,0
9335,1120,1,0,0,0
9336,1120,1,0,0,0
9337,1120,1,0,0,0
9338,1120,1,0,0,0
9339,1120,1,0,0,0
9340,1120,1,0,0,0
9341,1120,0,0,0,0
9342,1120,0,0,0,0
9343,1121,0,0,0,0
9344,1121,0,0,0,0
9345,1121,0,0,0,0
9346,1121,0,0,0,0
9347,1121,0,0,0,0
9348,1121,0,0,0,0
9349,1121,0,0,0,0
9350,1121,0,0,0,0
9351,1122,0,0,0,0
9352,1122,0,0,0,0
9353,1122,0,0,0,0
9354,1122,0,0,0,0
9355,1122,0,0,0,0
9356,1122,0,0,0,0
9357,1122,0,0,0,0
9358,1122,0,0,0,0
9359,1123,0,0,0,0
9360,1123,0,0,0,0
9361,1123,0,0,0,0
9362,1123,0,0,0,0
9363,1123,0,0,0,0
9364,1123,0,0,0,0
9365,1123,0,0,0,0
9366,1123,0,0,0,0
9367,1123,0,0,0,0
9368,1124,0,0,0,0
9369,1124,0,0,0,0
9370,1124,0,0,0,0
9371,1124,1,0,0,0
9372,1124,1,0,0,0
9373,1124,1,0,0,0
9374,1124,1,0,0,0
9375,1124,1,0,0,0
9376,1125,1,0,0,0
9377,1125,1,0,0,0
9378,1125,1,0,0,0
9379,1125,1,0,0,0
9380,1125,1,0,0,0
9381,1125,1,0,0,0
9382,1125,1,0,0,0
9383,1125,1,0,0,0
9384,1126,1,0,0,0
9385,1126,1,0,0,0
9386,1126,1,0,0,0
9387,1126,1,0,0,0
9388,1126,1,0,0,0
9389,1126,1,0,0,0
9390,1126,1,0,0,0
9391,1126,1,0,0,0
9392,1126,1,0,0,0
9393,1127,1,0,0,0
9394,1127,1,0,0,0
9395,1127,1,0,0,0
9396,1127,1,0,0,0
9397,1127,1,0,0,0
9398,1127,1,0,0,0
9399,1127,1,0,0,0
9400,1127,1,0,0,0
9401,1128,0,0,0,0
9402,1128,0,0,0,0
9403,1128,0,0,0,0
9404,1128,0,0,0,0
9405,1128,0,0,0,0
9406,1128,0,0,0,0
9407,1128,0,0,0,0
9408,1128,0,0,0,0
9409,1129,0,0,0,0
9410,1129,0,0,0,0
9411,1129,0,0,0,0
9412,1129,0,0,0,0
9413,1129,0,0,0,0
9414,1129,0,0,0,0
9415,1129,0,0,0,0
9416,1129,0,0,0,0
9417,1129,0,0,0,0
9418,1130,0,0,0,0
9419,1130,0,0,0,0
9420,1130,0,0,0,0
9421,1130,0,0,0,0
9422,1130,0,0,0,0
9423,1130,0,0,0,0
9424,1130,0,0,0,0
9425,1130,0,0,0,0
9426,1131,0,0,0,0
9427,1131,0,0,0,0
9428,1131,0,0,0,0
9429,1131,0,0,0,0
9430,1131,0,0,0,0
9431,1131,1,0,0,0
9432,1131,1,0,0,0
9433,1131,1,0,0,0
9434,1132,1,0,0,0
9435,1132,1,0,0,0
9436,1132,1,0,0,0
9437,1132,1,0,0,0
9438,1132,1,0,0,0
9439,1132,1,0,0,0
9440,1132,1,0,0,0
9441,1132,1,0,0,0
9442,1132,1,0,0,0
9443,1133,1,0,0,0
9444,1133,1,0,0,0
9445,1133,1,0,0,0
9446,1133,1,0,0,0
9447,1133,1,0,0,0
9448,1133,1,0,0,0
9449,1133,1,0,0,0
9450,1133,1,0,0,0
9451,1134,1,0,0,0
9452,1134,1,0,0,0
9453,1134,1,0,0,0
9454,1134,1,0,0,0
9455,1134,1,0,0,0
9456,1134,1,0,0,0
9457,1134,1,0,0,0
9458,1134,1,0,0,0
9459,1135,1,0,0,0
9460,1135,1,0,0,0
9461,1135,0,0,0,0
9462,1135,0,0,0,0
9463,1135,0,0,0,0
9464,1135,0,0,0,0
9465,1135,0,0,0,0
9466,1135,0,0,0,0
9467,1135,0,0,0,0
9468,1136,0,0,0,0
9469,1136,0,0,0,0
9470,1136,0,0,0,0
9471,1136,0,0,0,0
9472,1136,0,0,0,0
9473,1136,0,0,0,0
9474,1136,0,0,0,0
9475,1136,0,0,0,0
9476,1137,0,0,0,0
9477,1137,0,0,0,0
9478,1137,0,0,0,0
9479,1137,0,0,0,0
9480,1137,0,0,0,0
9481,1137,0,0,0,0
9482,1137,0,0,0,0
9483,1137,0,0,0,0
9484,1138,0,0,0,0
9485,1138,0,0,0,0
9486,1138,0,0,0,0
9487,1138,0,0,0,0
9488,1138,0,0,0,0
9489,1138,0,0,0,0
9490,1138,0,0,0,0
9491,1138,0,0,0,0
9492,1138,0,0,0,0
9493,1139,0,0,0,0
9494,1139,0,0,0,0
9495,1139,0,0,0,0
9496,1139,0,0,0,0
9497,1139,0,0,0,0
9498,1139,0,0,0,0
9499,1139,0,0,0,0
9500,1139,0,0,0,0
9501,1140,0,0,0,0
9502,1140,0,0,0,0
9503,1140,0,0,0,0
9504,1140,0,0,0,0
9505,1140,0,0,0,0
9506,1140,0,0,0,0
9507,1140,0,0,0,0
9508,1140,0,0,0,0
9509,1141,0,0,0,0
9510,1141,0,0,0,0
9511,1141,0,0,0,0
9512,1141,0,0,0,0
9513,1141,0,0,0,0
9514,1141,0,0,0,0
9515,1141,0,0,0,0
9516,1141,0,0,0,0
9517,1141,0,0,0,0
9518,1142,0,0,0,0
9519,1142,0,0,0,0
9520,1142,0,0,0,0
9521,1142,1,0,0,0
9522,1142,1,0,0,0
9523,1142,1,0,0,0
9524,1142,1,0,0,0
9525,1142,1,0,0,0
9526,1143,1,0,0,0
9527,1143,1,0,0,0
9528,1143,1,0,0,0
9529,1143,1,0,0,0
9530,1143,1,0,0,0
9531,1143,1,0,0,0
9532,1143,1,0,0,0
9533,1143,1,0,0,0
9534,1144,1,0,0,0
9535,1144,1,0,0,0
9536,1144,1,0,0,0
9537,1144,1,0,0,0
9538,1144,1,0,0,0
9539,1144,1,0,0,0
9540,1144,1,0,0,0
9541,1144,1,0,0,0
9542,1144,1,0,0,0
9543,1145,1,0,0,0
9544,1145,1,0,0,0
9545,1145,1,0,0,0
9546,1145,1,0,0,0
9547,1145,1,0,0,0
9548,1145,1,0,0,0
9549,1145,1,0,0,0
9550,1145,1,0,0,0
9551,1146,1,0,0,0
9552,1146,1,0,0,0
9553,1146,1,0,0,0
9554,1146,1,0,0,0
9555,1146,1,0,0,0
9556,1146,1,0,0,0
9557,1146,1,0,0,0
9558,1146,1,0,0,0
9559,1147,1,0,0,0
9560,1147,1,0,0,0
9561,1147,1,0,0,0
9562,1147,1,0,0,0
9563,1147,1,0,0,0
9564,1147,1,0,0,0
9565,1147,1,0,0,0
9566,1147,1,0,0,0
9567,1147,1,0,0,0
9568,1148,1,0,0,0
9569,1148,1,0,0,0
9570,1148,1,0,0,0
9571,1148,1,0,0,0
9572,1148,1,0,0,0
9573,1148,1,0,0,0
9574,1148,1,0,0,0
9575,1148,1,0,0,0
9576,1149,1,0,0,0
9577,1149,1,0,0,0
9578,1149,1,0,0,0
9579,1149,1,0,0,0
9580,1149,1,0,0,0
9581,1149,0,0,0,0
9582,1149,0,0,0,0
9583,1149,0,0,0,0
9584,1150,0,0,0,0
9585,1150,0,0,0,0
9586,1150,0,0,0,0
9587,1150,0,0,0,0
9588,1150,0,0,0,0
9589,1150,0,0,0,0
9590,1150,0,0,0,0
9591,1150,0,0,0,0
9592,1150,0,0,0,0
9593,1151,0,0,0,0
9594,1151,0,0,0,0
9595,1151,0,0,0,0
9596,1151,0,0,0,0
9597,1151,0,0,0,0
9598,1151,0,0,0,0
9599,1151,0,0,0,0
9600,1151,0,0,0,0
9601,1152,0,0,0,0
9602,1152,0,0,0,0
9603,1152,0,0,0,0
9604,1152,0,0,0,0
9605,1152,0,0,0,0
9606,1152,0,0,0,0
9607,1152,0,0,0,0
9608,1152,0,0,0,0
9609,1153,0,0,0,0
9610,1153,0,0,0,0
9611,1153,1,0,0,0
9612,1153,1,0,0,0
9613,1153,1,0,0,0
9614,1153,1,0,0,0
9615,1153,1,0,0,0
9616,1153,1,0,0,0
9617,1153,1,0,0,0
9618,1154,1,0,0,0
9619,1154,1,0,0,0
9620,1154,1,0,0,0
9621,1154,1,0,0,0
9622,1154,1,0,0,0
9623,1154,1,0,0,0
9624,1154,1,0,0,0
9625,1154,1,0,0,0
9626,1155,1,0,0,0
9627,1155,1,0,0,0
9628,1155,1,0,0,0
9629,1155,1,0,0,0
9630,1155,1,0,0,0
9631,1155,1,0,0,0
9632,1155,1,0,0,0
9633,1155,1,0,0,0
9634,1156,1,0,0,0
9635,1156,1,0,0,0
9636,1156,1,0,0,0
9637,1156,1,0,0,0
9638,1156,1,0,0,0
9639,1156,1,0,0,0
9640,1156,1,0,0,0
9641,1156,0,0,0,0
9642,1156,0,0,0,0
9643,1157,0,0,0,0
9644,1157,0,0,0,0
9645,1157,0,0,0,0
9646,1157,0,0,0,0
9647,1157,0,0,0,0
9648,1157,0,0,0,0
9649,1157,0,0,0,0
9650,1157,0,0,0,0
9651,1158,0,0,0,0
9652,1158,0,0,0,0
9653,1158,0,0,0,0
9654,1158,0,0,0,0
9655,1158,0,0,0,0
9656,1158,0,0,0,0
9657,1158,0,0,0,0
9658,1158,0,0,0,0
9659,1159,0,0,0,0
9660,1159,0,0,0,0
9661,1159,0,0,0,0
9662,1159,0,0,0,0
9663,1159,0,0,0,0
9664,1159,0,0,0,0
9665,1159,0,0,0,0
9666,1159,0,0,0,0
9667,1159,0,0,0,0
9668,1160,0,0,0,0
9669,1160,0,0,0,0
9670,1160,0,0,0,0
9671,1160,1,0,0,0
9672,1160,1,0,0,0
9673,1160,1,0,0,0
9674,1160,1,0,0,0
9675,1160,1,0,0,0
9676,1161,1,0,0,0
9677,1161,1,0,0,0
9678,1161,1,0,0,0
9679,1161,1,0,0,0
9680,1161,1,0,0,0
9681,1161,1,0,0,0
9682,1161,1,0,0,0
9683,1161,1,0,0,0
9684,1162,1,0,0,0
9685,1162,1,0,0,0
9686,1162,1,0,0,0
9687,1162,1,0,0,0
9688,1162,1,0,0,0
9689,1162,1,0,0,0
9690,1162,1,0,0,0
9691,1162,1,0,0,0
9692,1162,1,0,0,0
9693,1163,1,0,0,0
9694,1163,1,0,0,0
9695,1163,1,0,0,0
9696,1163,1,0,0,0
9697,1163,1,0,0,0
9698,1163,1,0,0,0
9699,1163,1,0,0,0
9700,1163,1,0,0,0
9701,1164,0,0,0,0
9702,1164,0,0,0,0
9703,1164,0,0,0,0
9704,1164,0,0,0,0
9705,1164,0,0,0,0
9706,1164,0,0,0,0
9707,1164,0,0,0,0
9708,1164,0,0,0,0
9709,1165,0,0,0,0
9710,1165,0,0,0,0
9711,1165,0,0,0,0
9712,1165,0,0,0,0
9713,1165,0,0,0,0
9714,1165,0,0,0,0
9715,1165,0,0,0,0
9716,1165,0,0,0,0
9717,1165,0,0,0,0
9718,1166,0,0,0,0
9719,1166,0,0,0,0
9720,1166,0,0,0,0
9721,1166,0,0,0,0
9722,1166,0,0,0,0
9723,1166,0,0,0,0
9724,1166,0,0,0,0
9725,1166,0,0,0,0
9726,1167,0,0,0,0
9727,1167,0,0,0,0
9728,1167,0,0,0,0
9729,1167,0,0,0,0
9730,1167,0,0,0,0
9731,1167,0,0,0,0
9732,1167,0,0,0,0
9733,1167,0,0,0,0
9734,1168,0,0,0,0
9735,1168,0,0,0,0
9736,1168,0,0,0,0
9737,1168,0,0,0,0
9738,1168,0,0,0,0
9739,1168,0,0,0,0
9740,1168,0,0,0,0
9741,1168,0,0,0,0
9742,1168,0,0,0,0
9743,1169,0,0,0,0
9744,1169,0,0,0,0
9745,1169,0,0,0,0
9746,1169,0,0,0,0
9747,1169,0,0,0,0
9748,1169,0,0,0,0
9749,1169,0,0,0,0
9750,1169,0,0,0,0
9751,1170,0,0,0,0
9752,1170,0,0,0,0
9753,1170,0,0,0,0
9754,1170,0,0,0,0
9755,1170,0,0,0,0
9756,1170,0,0,0,0
9757,1170,0,0,0,0
9758,1170,0,0,0,0
9759,1171,0,0,0,0
9760,1171,0,0,0,0
9761,1171,1,0,0,0
9762,1171,1,0,0,0
9763,1171,1,0,0,0
9764,1171,1,0,0,0
9765,1171,1,0,0,0
9766,1171,1,0,0,0
9767,1171,1,0,0,0
9768,1172,1,0,0,0
9769,1172,1,0,0,0
9770,1172,1,0,0,0
9771,1172,1,0,0,0
9772,1172,1,0,0,0
9773,1172,1,0,0,0
9774,1172,1,0,0,0
9775,1172,1,0,0,0
9776,1173,1,0,0,0
9777,1173,1,0,0,0
9778,1173,1,0,0,0
9779,1173,1,0,0,0
9780,1173,1,0,0,0
9781,1173,1,0,0,0
9782,1173,1,0,0,0
9783,1173,1,0,0,0
9784,1174,1,0,0,0
9785,1174,1,0,0,0
9786,1174,1,0,0,0
9787,1174,1,0,0,0
9788,1174,1,0,0,0
9789,1174,1,0,0,0
9790,1174,1,0,0,0
9791,1174,1,0,0,0
9792,1174,1,0,0,0
9793,1175,1,0,0,0
9794,1175,1,0,0,0
9795,1175,1,0,0,0
9796,1175,1,0,0,0
9797,1175,1,0,0,0
9798,1175,1,0,0,0
9799,1175,1,0,0,0
9800,1175,1,0,0,0
9801,1176,1,0,0,0
9802,1176,1,0,0,0
9803,1176,1,0,0,0
9804,1176,1,0,0,0
9805,1176,1,0,0,0
9806,1176,1,0,0,0
9807,1176,1,0,0,0
9808,1176,1,0,0,0
9809,1177,1,0,0,0
9810,1177,1,0,0,0
9811,1177,1,0,0,0
9812,1177,1,0,0,0
9813,1177,1,0,0,0
9814,1177,1,0,0,0
9815,1177,1,0,0,0
9816,1177,1,0,0,0
9817,1177,1,0,0,0
9818,1178,1,0,0,0
9819,1178,1,0,0,0
9820,1178,1,0,0,0
9821,1178,1,0,0,0
9822,1178,1,0,0,0
9823,1178,1,0,0,0
9824,1178,1,0,0,0
9825,1178,1,0,0,0
9826,1179,1,0,0,0
9827,1179,1,0,0,0
9828,1179,1,0,0,0
9829,1179,1,0,0,0
9830,1179,1,0,0,0
9831,1179,1,0,0,0
9832,1179,1,0,0,0
9833,1179,1,0,0,0
9834,1180,1,0,0,0
9835,1180,1,0,0,0
9836,1180,1,0,0,0
9837,1180,1,0,0,0
9838,1180,1,0,0,0
9839,1180,1,0,0,0
9840,1180,1,0,0,0
9841,1180,1,0,0,0
9842,1180,1,0,0,0
9843,1181,1,0,0,0
9844,1181,1,0,0,0
9845,1181,1,0,0,0
9846,1181,1,0,0,0
9847,1181,1,0,0,0
9848,1181,1,0,0,0
9849,1181,1,0,0,0
9850,1181,1,0,0,0
9851,1182,1,0,0,0
9852,1182,1,0,0,0
9853,1182,1,0,0,0
9854,1182,1,0,0,0
9855,1182,1,0,0,0
9856,1182,1,0,0,0
9857,1182,1,0,0,0
9858,1182,1,0,0,0
9859,1183,1,0,0,0
9860,1183,1,0,0,0
9861,1183,1,0,0,0
9862,1183,1,0,0,0
9863,1183,1,0,0,0
9864,1183,1,0,0,0
9865,1183,1,0,0,0
9866,1183,1,0,0,0
9867,1183,1,0,0,0
9868,1184,1,0,0,0
9869,1184,1,0,0,0
9870,1184,1,0,0,0
9871,1184,1,0,0,0
9872,1184,1,0,0,0
9873,1184,1,0,0,0
9874,1184,1,0,0,0
9875,1184,1,0,0,0
9876,1185,1,0,0,0
9877,1185,1,0,0,0
9878,1185,1,0,0,0
9879,1185,1,0,0,0
9880,1185,1,0,0,0
9881,1185,1,0,0,0
9882,1185,1,0,0,0
9883,1185,1,0,0,0
9884,1186,1,0,0,0
9885,1186,1,0,0,0
9886,1186,1,0,0,0
9887,1186,1,0,0,0
9888,1186,1,0,0,0
9889,1186,1,0,0,0
9890,1186,1,0,0,0
9891,1186,1,0,0,0
9892,1186,1,0,0,0
9893,1187,1,0,0,0
9894,1187,1,0,0,0
9895,1187,1,0,0,0
9896,1187,1,0,0,0
9897,1187,1,0,0,0
9898,1187,1,0,0,0
9899,1187,1,0,0,0
9900,1187,1,0,0,0
9901,1188,1,0,0,0
9902,1188,1,0,0,0
9903,1188,1,0,0,0
9904,1188,1,0,0,0
9905,1188,1,0,0,0
9906,1188,1,0,0,0
9907,1188,1,0,0,0
9908,1188,1,0,0,0
9909,1189,1,0,0,0
9910,1189,1,0,0,0
9911,1189,1,0,0,0
9912,1189,1,0,0,0
9913,1189,1,0,0,0
9914,1189,1,0,0,0
9915,1189,1,0,0,0
9916,1189,1,0,0,0
9917,1189,1,0,0,0
9918,1190,1,0,0,0
9919,1190,1,0,0,0
9920,1190,1,0,0,0
9921,1190,1,0,0,0
9922,1190,1,0,0,0
9923,1190,1,0,0,0
9924,1190,1,0,0,0
9925,1190,1,0,0,0
9926,1191,1,0,0,0
9927,1191,1,0,0,0
9928,1191,1,0,0,0
9929,1191,1,0,0,0
9930,1191,1,0,0,0
9931,1191,1,0,0,0
9932,1191,1,0,0,0
9933,1191,1,0,0,0
9934,1192,1,0,0,0
9935,1192,1,0,0,0
9936,1192,1,0,0,0
9937,1192,1,0,0,0
9938,1192,1,0,0,0
9939,1192,1,0,0,0
9940,1192,1,0,0,0
9941,1192,0,0,0,0
9942,1192,0,0,0,0
9943,1193,0,0,0,0
9944,1193,0,0,0,0
9945,1193,0,0,0,0
9946,1193,0,0,0,0
9947,1193,0,0,0,0
9948,1193,0,0,0,0
9949,1193,0,0,0,0
9950,1193,0,0,0,0
9951,1194,0,0,0,0
9952,1194,0,0,0,0
9953,1194,0,0,0,0
9954,1194,0,0,0,0
9955,1194,0,0,0,0
9956,1194,1,0,0,0
9957,1194,1,0,0,0
9958,1194,1,0,0,0
9959,1195,1,0,0,0
9960,1195,1,0,0,0
9961,1195,1,0,0,0
9962,1195,1,0,0,0
9963,1195,1,0,0,0
9964,1195,1,0,0,0
9965,1195,1,0,0,0
9966,1195,1,0,0,0
9967,1195,1,0,0,0
9968,1196,1,0,0,0
9969,1196,1,0,0,0
9970,1196,1,0,0,0
9971,1196,0,0,0,0
9972,1196,0,0,0,0
9973,1196,0,0,0,0
9974,1196,0,0,0,0
9975,1196,0,0,0,0
9976,1197,0,0,0,0
9977,1197,0,0,0,0
9978,1197,0,0,0,0
9979,1197,0,0,0,0
9980,1197,0,0,0,0
9981,1197,0,0,0,0
9982,1197,0,0,0,0
9983,1197,0,0,0,0
9984,1198,0,0,0,0
9985,1198,0,0,0,0
9986,1198,1,0,0,0
9987,1198,1,0,0,0
9988,1198,1,0,0,0
9989,1198,1,0,0,0
9990,1198,1,0,0,0
9991,1198,1,0,0,0
9992,1198,1,0,0,0
9993,1199,1,0,0,0
9994,1199,1,0,0,0
9995,1199,1,0,0,0
9996,1199,1,0,0,0
9997,1199,1,0,0,0
9998,1199,1,0,0,0
9999,1199,1,0,0,0
10000,1199,1,0,0,0
10001,1200,0,0,0,0
10002,1200,0,0,0,0
10003,1200,0,0,0,0
10004,1200,0,0,0,0
10005,1200,0,0,0,0
10006,1200,0,0,0,0
10007,1200,0,0,0,0
10008,1200,0,0,0,0
10009,1201,0,0,0,0
10010,1201,0,0,0,0
10011,1201,0,0,0,0
10012,1201,0,0,0,0
10013,1201,0,0,0,0
10014,1201,0,0,0,0
10015,1201,0,0,0,0
10016,1201,0,0,0,0
10017,1201,0,0,0,0
10018,1202,0,0,0,0
10019,1202,0,0,0,0
10020,1202,0,0,0,0
10021,1202,0,0,0,0
10022,1202,0,0,0,0
10023,1202,0,0,0,0
10024,1202,0,0,0,0
10025,1202,0,0,0,0
10026,1203,0,0,0,0
10027,1203,0,0,0,0
10028,1203,0,0,0,0
10029,1203,0,0,0,0
10030,1203,0,0,0,0
10031,1203,0,0,0,0
10032,1203,0,0,0,0
10033,1203,0,0,0,0
10034,1204,0,0,0,0
10035,1204,0,0,0,0
10036,1204,0,0,0,0
10037,1204,0,0,0,0
10038,1204,0,0,0,0
10039,1204,0,0,0,0
10040,1204,0,0,0,0
10041,1204,0,0,0,0
10042,1204,0,0,0,0
10043,1205,0,0,0,0
10044,1205,0,0,0,0
10045,1205,0,0,0,0
10046,1205,0,0,0,0
10047,1205,0,0,0,0
10048,1205,0,0,0,0
10049,1205,0,0,0,0
10050,1205,0,0,0,0
10051,1206,0,0,0,0
10052,1206,0,0,0,0
10053,1206,0,0,0,0
10054,1206,0,0,0,0
10055,1206,0,0,0,0
10056,1206,0,0,0,0
10057,1206,0,0,0,0
10058,1206,0,0,0,0
10059,1207,0,0,0,0
10060,1207,0,0,0,0
10061,1207,0,0,0,0
10062,1207,0,0,0,0
10063,1207,0,0,0,0
10064,1207,0,0,0,0
10065,1207,0,0,0,0
10066,1207,0,0,0,0
10067,1207,0,0,0,0
10068,1208,0,0,0,0
10069,1208,0,0,0,0
10070,1208,0,0,0,0
10071,1208,0,0,0,0
10072,1208,0,0,0,0
10073,1208,0,0,0,0
10074,1208,0,0,0,0
10075,1208,0,0,0,0
10076,1209,0,0,0,0
10077,1209,0,0,0,0
10078,1209,0,0,0,0
10079,1209,0,0,0,0
10080,1209,0,0,0,0
10081,1209,0,0,0,0
10082,1209,0,0,0,0
10083,1209,0,0,0,0
10084,1210,0,0,0,0
10085,1210,0,0,0,0
10086,1210,0,0,0,0
10087,1210,0,0,0,0
10088,1210,0,0,0,0
10089,1210,0,0,0,0
10090,1210,0,0,0,0
10091,1210,0,0,0,0
10092,1210,0,0,0,0
10093,1211,0,0,0,0
10094,1211,0,0,0,0
10095,1211,0,0,0,0
10096,1211,0,0,0,0
10097,1211,0,0,0,0
10098,1211,0,0,0,0
10099,1211,0,0,0,0
10100,1211,0,0,0,0
10101,1212,0,0,0,0
10102,1212,0,0,0,0
10103,1212,0,0,0,0
10104,1212,0,0,0,0
10105,1212,0,0,0,0
10106,1212,0,0,0,0
10107,1212,0,0,0,0
10108,1212,0,0,0,0
10109,1213,0,0,0,0
10110,1213,0,0,0,0
10111,1213,0,0,0,0
10112,1213,0,0,0,0
10113,1213,0,0,0,0
10114,1213,0,0,0,0
10115,1213,0,0,0,0
10116,1213,0,0,0,0
10117,1213,0,0,0,0
10118,1214,0,0,0,0
10119,1214,0,0,0,0
10120,1214,0,0,0,0
10121,1214,0,0,0,0
10122,1214,0,0,0,0
10123,1214,0,0,0,0
10124,1214,0,0,0,0
10125,1214,0,0,0,0
10126,1215,0,0,0,0
10127,1215,0,0,0,0
10128,1215,0,0,0,0
10129,1215,0,0,0,0
10130,1215,0,0,0,0
10131,1215,0,0,0,0
10132,1215,0,0,0,0
10133,1215,0,0,0,0
10134,1216,0,0,0,0
10135,1216,0,0,0,0
10136,1216,0,0,0,0
10137,1216,0,0,0,0
10138,1216,0,0,0,0
10139,1216,0,0,0,0
10140,1216,0,0,0,0
10141,1216,0,0,0,0
10142,1216,0,0,0,0
10143,1217,0,0,0,0
10144,1217,0,0,0,0
10145,1217,0,0,0,0
10146,1217,0,0,0,0
10147,1217,0,0,0,0
10148,1217,0,0,0,0
10149,1217,0,0,0,0
10150,1217,0,0,0,0
10151,1218,0,0,0,0
10152,1218,0,0,0,0
10153,1218,0,0,0,0
10154,1218,0,0,0,0
10155,1218,0,0,0,0
10156,1218,0,0,0,0
10157,1218,0,0,0,0
10158,1218,0,0,0,0
